"School.Name","County","School.Code","School.ID","County.Number","FIPS.State.Code","ZIP","Address","City","State","Longitude","Latitude","Total.Students","Free.Lunch","Reduced.price.Lunch","Total.Free.and.Reduced.Lunch","Full.Time.Equivalent.Teachers","Pupil.Teacher.Ratio"
"NORTH LAURINBURG ELEMENTARY","SCOTLAND COUNTY","830336",3.7042e+11,37165,37,28352,"831 NORTH GILL ST","LAURINBURG","NC ",-79.4564,34.787,284,274,7,281,25.08,11.32
"NORTH LENOIR HIGH","LENOIR COUNTY","540324",3.70261e+11,37107,37,28551,"2400 INSTITUTE RD","LA GRANGE","NC ",-77.6793,35.3417,922,419,63,482,58.95,15.64
"NORTH LIBERTY","BURKE COUNTY","120352",3.70048e+11,37023,37,28655,"523 ENOLA RD","MORGANTON","NC ",-81.6707,35.7083,89,58,5,63,12.19,7.3
"NORTH LINCOLN HIGH","LINCOLN COUNTY","550344",3.70268e+11,37109,37,28092,"2737 LEE LAWING RD","LINCOLNTON","NC ",-81.1197,35.5336,984,209,62,271,55.39,17.76
"NORTH LINCOLN MIDDLE","LINCOLN COUNTY","550350",3.70268e+11,37109,37,28037,"1503 AMITY CHURCH RD","DENVER","NC ",-81.1205,35.5116,729,189,45,234,43.38,16.8
"NORTH MECKLENBURG HIGH","MECKLENBURG COUNTY","600480",3.70297e+11,37119,37,28078,"11201 OLD STATESVILLE RD","HUNTERSVILLE","NC ",-80.8349,35.3727,1740,885,144,1029,97.77,17.8
"NORTH MOORE HIGH","MOORE COUNTY","630332",3.70309e+11,37125,37,27325,"1504 NORTH MOORE RD","ROBBINS","NC ",-79.5537,35.4676,607,295,35,330,38.78,15.65
"NORTH NEWTON ELEMENTARY","CATAWBA COUNTY","182328",3.70336e+11,37035,37,28658,"221 WEST 26TH ST","NEWTON","NC ",-81.2218,35.6888,485,344,51,395,30.5,15.9
"NORTH PITT HIGH","PITT COUNTY","740374",3.70001e+11,37147,37,27812,"5659 NC 11 NORTH","BETHEL","NC ",-77.3631,35.7475,890,545,49,594,56.06,15.88
"NORTH RIDGE ELEMENTARY","WAKE COUNTY","920516",3.70472e+11,37183,37,27615,"7120 HARPS MILL RD","RALEIGH","NC ",-78.6228,35.8812,769,260,37,297,49,15.69
"NORTH ROWAN ELEMENTARY","ROWAN COUNTY","800373",3.70405e+11,37159,37,28159,"600 CHARLES ST","SPENCER","NC ",-80.426,35.7015,486,361,35,396,34.6,14.05
"NORTH ROWAN HIGH","ROWAN COUNTY","800376",3.70405e+11,37159,37,28159,"300 NORTH WHITEHEAD AVE","SPENCER","NC ",-80.4297,35.6975,677,399,67,466,46,14.72
"NORTH ROWAN MIDDLE","ROWAN COUNTY","800377",3.70405e+11,37159,37,28159,"512 CHARLES ST","SPENCER","NC ",-80.429,35.7026,494,347,43,390,41.27,11.97
"NORTH SHELBY","CLEVELAND COUNTY","230359",3.7009e+11,37045,37,28150,"1205 NORTHSIDE DR","SHELBY","NC ",-81.5327,35.3105,137,99,8,107,16.3,8.4
"NORTH STANLY HIGH","STANLY COUNTY","840332",3.70432e+11,37167,37,28127,"40206 US HWY 52 NORTH","NEW LONDON","NC ",-80.2121,35.4271,596,204,68,272,45.24,13.17
"NORTH STANLY MIDDLE","STANLY COUNTY","840328",3.70432e+11,37167,37,28127,"36605 OLD SALISBURY RD","NEW LONDON","NC ",-80.2347,35.4096,556,201,58,259,36.13,15.39
"NORTH STOKES HIGH","STOKES COUNTY","850332",3.70438e+11,37169,37,27016,"1350 NORTH STOKES SCH RD","DANBURY","NC ",-80.2801,36.4648,420,140,44,184,34.68,12.11
"NORTH SURRY HIGH","SURRY COUNTY","860336",3.70441e+11,37171,37,27030,"2440 WEST PINE ST","MOUNT AIRY","NC ",-80.6733,36.5052,886,399,98,497,54.86,16.15
"NORTH TOPSAIL ELEMENTARY","PENDER COUNTY","710323",3.70357e+11,37141,37,28443,"1310 SLOOP POINT LOOP RD","HAMPSTEAD","NC ",-77.6362,34.3992,585,248,33,281,35.77,16.35
"NORTH WHITEVILLE ACADEMY","COLUMBUS COUNTY","241312",3.70492e+11,37047,37,28472,"310 SOUTH MARTIN LUTHER KING J","WHITEVILLE","NC ",-78.7098,34.3269,32,28,1,29,6,5.33
"NORTH WILKES HIGH","WILKES COUNTY","970356",3.70495e+11,37193,37,28635,"2986 TRAPHILL RD","HAYS","NC ",-81.0987,36.2826,670,310,54,364,47.86,14
"NORTH WILKES MIDDLE","WILKES COUNTY","970358",3.70495e+11,37193,37,28659,"2776 YELLOW BANKS RD","NORTH WILKESBORO","NC ",-81.1506,36.2615,598,340,64,404,35,17.09
"NORTH WILKESBORO ELEMENTARY","WILKES COUNTY","970360",3.70495e+11,37193,37,28659,"200 FLINT HILL RD","NORTH WILKESBORO","NC ",-81.1383,36.1777,303,277,16,293,20,15.15
"NORTH WINDY RIDGE INTERMEDIATE","BUNCOMBE COUNTY","110382",3.70045e+11,37021,37,28787,"20 DOAN RD","WEAVERVILLE","NC ",-82.5515,35.7259,586,261,47,308,37.03,15.83
"NORTHAMPTON COUNTY ALTERNATIVE SCHOOL","NORTHAMPTON COUNTY","",3.70342e+11,37131,37,27832,"152 HURRICANE DR","GASTON","NC ",-77.6537,36.5111,21,13,0,13,3.17,6.62
"NORTHAMPTON COUNTY HIGH SCHOOL","NORTHAMPTON COUNTY","660336",3.70342e+11,37131,37,27820,"750 NCHS RD","CONWAY","NC ",-77.3165,36.4277,487,341,27,368,40.3,12.08
"NORTHEAST ELEMENTARY","BEAUFORT COUNTY","070329",3.70033e+11,37013,37,27865,"21000 US HWY 264 EAST","PINETOWN","NC ",-76.7094,35.5383,537,354,32,386,42.1,12.76
"NORTHEAST ELEMENTARY","LENOIR COUNTY","540325",3.70261e+11,37107,37,28501,"1002 EAST HIGHLAND AVE","KINSTON","NC ",-77.5616,35.281,557,539,15,554,33,16.88
"NORTHEAST ELEMENTARY","WAYNE COUNTY","960450",3.70488e+11,37191,37,27863,"4665 NC HWY 111 NORTH","PIKEVILLE","NC ",-77.9049,35.4883,709,348,59,407,42,16.88
"NORTHEAST GUILFORD HIGH","GUILFORD COUNTY","410484",3.70192e+11,37081,37,27301,"6700 MCLEANSVILLE RD","MCLEANSVILLE","NC ",-79.673,36.1586,1042,588,104,692,69.11,15.08
"NORTHEAST GUILFORD MIDDLE","GUILFORD COUNTY","410487",3.70192e+11,37081,37,27301,"6720 MCLEANSVILLE RD","MCLEANSVILLE","NC ",-79.6747,36.1612,852,527,101,628,51.84,16.44
"NORTHEAST MIDDLE","MECKLENBURG COUNTY","600479",3.70297e+11,37119,37,28227,"5960 BRICKSTONE DR","CHARLOTTE","NC ",-80.6918,35.1981,771,449,75,524,42.87,17.98
"NORTHEAST REGIONAL SCHOOL - BIOTECH/AGRI","WASHINGTON COUNTY","94Z000",3.70032e+11,37187,37,27962,"207 RESEARCH STATION RD","PLYMOUTH","NC ",-76.6588,35.8727,112,31,12,43,7.56,14.81
"NORTHEASTERN HIGH","PASQUOTANK COUNTY","700317",3.70354e+11,37139,37,27909,"963 OAK STUMP RD","ELIZABETH CITY","NC ",-76.253,36.2881,810,357,64,421,56.43,14.35
"NORTHEASTERN RANDOLPH MIDDLE","RANDOLPH COUNTY","760338",3.70378e+11,37151,37,27298,"3493 RAMSEUR JULIAN RD","LIBERTY","NC ",-79.6466,35.8232,660,294,62,356,39.95,16.52
"NORTHERN GRANVILLE MIDDLE","GRANVILLE COUNTY","390334",3.7018e+11,37077,37,27565,"3144 WEBB SCHOOL RD","OXFORD","NC ",-78.5968,36.3374,365,196,33,229,21.6,16.9
"NORTHERN GUILFORD ELEMENTARY","GUILFORD COUNTY","410486",3.70192e+11,37081,37,27455,"3801 NC HWY 150 EAST","GREENSBORO","NC ",-79.7671,36.2284,600,78,18,96,35.5,16.9
"NORTHERN GUILFORD HIGH","GUILFORD COUNTY","410489",3.70192e+11,37081,37,27455,"7101 SPENCER DIXON RD","GREENSBORO","NC ",-79.807,36.209,1347,198,36,234,71.29,18.89
"NORTHERN GUILFORD MIDDLE","GUILFORD COUNTY","410488",3.70192e+11,37081,37,27455,"616 SIMPSONCALHOUN RD","GREENSBORO","NC ",-79.8086,36.2048,952,166,36,202,52.51,18.13
"NORTHERN HIGH","DURHAM COUNTY","320356",3.70126e+11,37063,37,27712,"117 TOM WILKINSON RD","DURHAM","NC ",-78.9125,36.0941,1368,742,76,818,83.93,16.3
"NORTHERN MIDDLE","PERSON COUNTY","730344",3.70363e+11,37145,37,27574,"1935 CARVER DR","ROXBORO","NC ",-78.9785,36.4269,479,298,31,329,32.74,14.63
"NORTHERN NASH HIGH","NASH COUNTY","640350",3.70327e+11,37127,37,27804,"4230 GREEN HILLS RD","ROCKY MOUNT","NC ",-77.8915,35.9987,1065,449,96,545,60.16,17.7
"NORTHERN VANCE HIGH","VANCE COUNTY","910370",3.70465e+11,37181,37,27537,"293 WARRENTON RD","HENDERSON","NC ",-78.3785,36.3499,943,599,35,634,60,15.72
"NORTHRIDGE MIDDLE","MECKLENBURG COUNTY","600481",3.70297e+11,37119,37,28215,"7601 THE PLAZA","CHARLOTTE","NC ",-80.7307,35.2598,802,584,70,654,49.48,16.21
"NORTHSIDE ELEMENTARY","ORANGE COUNTY","681300",3.70072e+11,37135,37,27516,"350 CALDWELL ST","CHAPEL HILL","NC ",-79.0635,35.9175,495,157,27,184,38.49,12.86
"NORTHSIDE ELEMENTARY","PASQUOTANK COUNTY","700314",3.70354e+11,37139,37,27909,"1062 NORTHSIDE RD","ELIZABETH CITY","NC ",-76.2729,36.3631,552,257,42,299,33.5,16.48
"NORTHSIDE ELEMENTARY","WARREN COUNTY","",3.70474e+11,37185,37,27563,"164 ELEMENTARY AVE","NORLINA","NC ",-78.1847,36.4565,306,284,19,303,21.96,13.93
"NORTHSIDE HIGH","BEAUFORT COUNTY","070330",3.70033e+11,37013,37,27865,"7868 FREE UNION CHURCH RD","PINETOWN","NC ",-76.7279,35.5363,440,173,33,206,32.9,13.37
"NORTHSIDE HIGH","ONSLOW COUNTY","670333",3.70345e+11,37133,37,28546,"365 COMMONS DR SOUTH","JACKSONVILLE","NC ",-77.3884,34.7911,967,303,80,383,55.89,17.3
"NORTHVIEW MIDDLE","CATAWBA COUNTY","181312",3.70219e+11,37035,37,28601,"302 28TH AVE NE","HICKORY","NC ",-81.3246,35.7673,569,282,39,321,33.89,16.79
"NORTHVIEW SCHOOL","IREDELL COUNTY","490347",3.70231e+11,37097,37,28677,"625 CAROLINA AVE NORTH","STATESVILLE","NC ",-80.8849,35.8052,420,86,32,118,26.11,16.09
"NORTHWEST CABARRUS HIGH","CABARRUS COUNTY","130326",3.70053e+11,37025,37,28027,"5130 NW CABARRUS DR","CONCORD","NC ",-80.6654,35.4534,1128,419,90,509,69.72,16.18
"NORTHWEST CABARRUS MIDDLE","CABARRUS COUNTY","130327",3.70053e+11,37025,37,28027,"5140 NW CABARRUS DR","CONCORD","NC ",-80.6623,35.4505,892,392,62,454,58.5,15.25
"NORTHWEST ELEMENTARY","DAVIDSON COUNTY","290306",3.70114e+11,37057,37,27295,"400 NORTHWEST ELEMENTARY RD","LEXINGTON","NC ",-80.3006,35.9422,546,168,27,195,29.38,18.58
"NORTHWEST ELEMENTARY","LENOIR COUNTY","540326",3.70261e+11,37107,37,28504,"1701 OLD WELL RD","KINSTON","NC ",-77.6032,35.2783,472,333,43,376,30,15.73
"NORTHWEST ELEMENTARY","PITT COUNTY","740375",3.70001e+11,37147,37,27834,"1471 HOLLAND RD","GREENVILLE","NC ",-77.4779,35.738,359,334,22,356,34.2,10.5
"NORTHWEST ELEMENTARY","WAYNE COUNTY","960454",3.70488e+11,37191,37,27863,"1769 PIKEVILLE/PRINCETON HWY","PIKEVILLE","NC ",-78.0278,35.4967,881,320,62,382,48.45,18.18
"NORTHWEST GUILFORD HIGH","GUILFORD COUNTY","410490",3.70192e+11,37081,37,27409,"5240 NORTHWEST SCHOOL RD","GREENSBORO","NC ",-79.9531,36.1546,2001,215,58,273,98.6,20.29
"NORTHWEST GUILFORD MIDDLE","GUILFORD COUNTY","410493",3.70192e+11,37081,37,27409,"5300 NORTHWEST SCHOOL RD","GREENSBORO","NC ",-79.946,36.1637,992,120,26,146,56.37,17.6
"NORTHWEST HIGH","HALIFAX COUNTY","420346",3.70195e+11,37083,37,27850,"8492 HWY 48","LITTLETON","NC ",-77.7897,36.3868,463,352,25,377,42,11.02
"NORTHWEST MIDDLE","FORSYTH COUNTY","340464",3.7015e+11,37067,37,27106,"5501 MURRAY RD","WINSTON SALEM","NC ",-80.3071,36.1922,949,595,74,669,62.83,15.1
"NORTHWEST SCHOOL OF THE ARTS","MECKLENBURG COUNTY","600482",3.70297e+11,37119,37,28216,"1415 BEATTIES FORD RD","CHARLOTTE","NC ",-80.8567,35.2571,983,342,67,409,54.15,18.15
"NORTHWOOD ELEMENTARY","GUILFORD COUNTY","410496",3.70192e+11,37081,37,27262,"818 WEST LEXINGTON AVE","HIGH POINT","NC ",-80.0366,35.9766,562,485,36,521,46.24,12.15
"NORTHWOOD HIGH","CHATHAM COUNTY","190342",3.70075e+11,37037,37,27312,"310 NORTHWOOD HIGH SCHOOL RD","PITTSBORO","NC ",-79.1734,35.7568,1162,279,39,318,70.46,16.49
"NORTHWOODS ELEMENTARY","ONSLOW COUNTY","670332",3.70345e+11,37133,37,28540,"617 HENDERSON DR","JACKSONVILLE","NC ",-77.4276,34.7724,486,286,40,326,30.83,15.76
"NORTHWOODS ELEMENTARY","WAKE COUNTY","920520",3.70472e+11,37183,37,27513,"8850 CHAPEL HILL RD","CARY","NC ",-78.7897,35.7954,541,192,25,217,42,12.88
"NORTHWOODS PARK MIDDLE","ONSLOW COUNTY","670336",3.70345e+11,37133,37,28540,"904 SIOUX DR","JACKSONVILLE","NC ",-77.4385,34.7722,547,220,37,257,37.89,14.44
"NORWAYNE MIDDLE","WAYNE COUNTY","960360",3.70488e+11,37191,37,27830,"1394 NORWAYNE SCHOOL RD","FREMONT","NC ",-77.953,35.5139,1009,425,82,507,56.5,17.86
"NORWOOD ELEMENTARY","STANLY COUNTY","840336",3.70432e+11,37167,37,28128,"400 SOUTH MAIN ST","NORWOOD","NC ",-80.1162,35.2213,384,207,45,252,24.42,15.72
"NRM EARLY COLLEGE HIGH SCHOOL","NASH COUNTY","640347",3.70327e+11,37127,37,27804,"530 NORTH OLD CARRIAGE RD","ROCKY MOUNT","NC ",-77.8988,35.9777,207,90,14,104,9.7,21.34
"O'BERRY CENTER","WAYNE COUNTY",NA,3.7e+11,37191,37,27530,"400 OLD SMITHFIELD RD","GOLDSBORO","NC ",-78.0379,35.4008,NA,NA,NA,NA,NA,NA
"O R POPE ELEMENTARY","EDGECOMBE COUNTY",NA,3.70327e+11,37065,37,27801,"226 COLEMAN AVE","ROCKY MOUNT","NC ",-77.7848,35.9432,275,266,4,270,14.5,18.97
"OAK GROVE ELEMENTARY","DURHAM COUNTY","320360",3.70126e+11,37063,37,27703,"3810 WAKE FOREST RD","DURHAM","NC ",-78.8189,35.9799,577,402,50,452,41.71,13.83
"OAK GROVE ELEMENTARY","WAKE COUNTY","920522",3.70472e+11,37183,37,27606,"10401 PENNY RD","RALEIGH","NC ",-78.7836,35.7136,783,98,15,113,48.7,16.08
"OAK GROVE MIDDLE","DAVIDSON COUNTY","290351",3.70114e+11,37057,37,27107,"1771 HOY LONG RD","WINSTON-SALEM","NC ",-80.1625,35.9407,747,193,56,249,43,17.37
"OAK HILL ELEMENTARY","BURKE COUNTY","120364",3.70048e+11,37023,37,28655,"2363 NC 181","MORGANTON","NC ",-81.7566,35.7764,424,236,29,265,28.69,14.78
"OAK HILL ELEMENTARY","CALDWELL COUNTY","140376",3.70058e+11,37027,37,28645,"4603 OAK HILL SCHOOL RD","LENOIR","NC ",-81.4172,35.902,134,69,4,73,12.57,10.66
"OAK HILL ELEMENTARY","GUILFORD COUNTY","410499",3.70192e+11,37081,37,27260,"320 WRIGHTENBERRY ST","HIGH POINT","NC ",-80.026,35.9358,413,398,12,410,37.11,11.13
"OAK LANE ELEMENTARY","PERSON COUNTY","730348",3.70363e+11,37145,37,27541,"2076 JIM MORTON RD","HURDLE MILLS","NC ",-79.0967,36.2744,260,96,12,108,16.54,15.72
"OAK RIDGE ELEMENTARY","GUILFORD COUNTY","410502",3.70192e+11,37081,37,27310,"2050 OAK RIDGE RD","OAK RIDGE","NC ",-79.9932,36.1682,667,65,12,77,39.57,16.86
"OAK VIEW ELEMENTARY","GUILFORD COUNTY","410505",3.70192e+11,37081,37,27265,"614 OAKVIEW RD","HIGH POINT","NC ",-80.0158,36.0005,473,379,51,430,36.94,12.8
"OAKBORO ELEMENTARY","STANLY COUNTY","840340",3.70432e+11,37167,37,28129,"1244 NORTH MAIN ST","OAKBORO","NC ",-80.3357,35.2333,326,158,15,173,26,12.54
"OAKDALE ELEMENTARY","MECKLENBURG COUNTY","600485",3.70297e+11,37119,37,28216,"1825 OAKDALE RD","CHARLOTTE","NC ",-80.8971,35.3004,690,535,41,576,39.89,17.3
"OAKLAWN LANGUAGE ACADEMY","MECKLENBURG COUNTY","600488",3.70297e+11,37119,37,28216,"1810 OAKLAWN AVE","CHARLOTTE","NC ",-80.8503,35.2512,528,340,63,403,37.7,14.01
"OAKLEY ELEMENTARY","BUNCOMBE COUNTY","110384",3.70045e+11,37021,37,28803,"753 FAIRVIEW RD","ASHEVILLE","NC ",-82.5125,35.5642,468,323,37,360,29.5,15.86
"OAKS ROAD ELEMENTARY","CRAVEN COUNTY","250360",3.70331e+11,37049,37,28560,"2811 OAKS RD","NEW BERN","NC ",-77.0657,35.1272,412,317,42,359,29.33,14.05
"OAKWOOD ELEMENTARY","CASWELL COUNTY","170339",3.70066e+11,37033,37,27379,"274 OAKWOOD DR","YANCEYVILLE","NC ",-79.3321,36.416,344,281,18,299,25.99,13.24
"OAKWOOD ELEMENTARY","CATAWBA COUNTY","181336",3.70219e+11,37035,37,28601,"366 4TH ST NW","HICKORY","NC ",-81.3436,35.7373,377,195,29,224,25.17,14.98
"OCRACOKE SCHOOL","HYDE COUNTY","480316",3.70228e+11,37095,37,27960,"120 SCHOOLHOUSE RD","OCRACOKE","NC ",-75.9784,35.1122,153,NA,NA,NA,22,6.95
"OGDEN ELEMENTARY","NEW HANOVER COUNTY","650356",3.70333e+11,37129,37,28411,"3637 MIDDLE SOUND RD","WILMINGTON","NC ",-77.8101,34.2663,681,79,31,110,41.35,16.47
"OLD DOCK ELEMENTARY","COLUMBUS COUNTY","240370",3.70096e+11,37047,37,28472,"12489 NEW BRITTON HWY","WHITEVILLE","NC ",-78.5963,34.1648,251,156,21,177,15,16.73
"OLD FORT ELEMENTARY","MCDOWELL COUNTY","590340",3.70294e+11,37111,37,28762,"128 MAUNEY AVE","OLD FORT","NC ",-82.1813,35.6213,427,246,53,299,29.67,14.39
"OLD RICHMOND ELEMENTARY","FORSYTH COUNTY","340472",3.7015e+11,37067,37,27050,"6315 TOBACCOVILLE RD","TOBACCOVILLE","NC ",-80.3894,36.2056,478,195,32,227,29.28,16.33
"OLD TOWN ELEMENTARY","FORSYTH COUNTY","340476",3.7015e+11,37067,37,27106,"3930 REYNOLDA RD","WINSTON SALEM","NC ",-80.333,36.1642,595,564,28,592,55.98,10.63
"OLDE PROVIDENCE ELEMENTARY","MECKLENBURG COUNTY","600491",3.70297e+11,37119,37,28226,"3800 REA RD","CHARLOTTE","NC ",-80.7988,35.1106,703,84,19,103,38.19,18.41
"OLDS ELEMENTARY","WAKE COUNTY","920524",3.70472e+11,37183,37,27607,"204 DIXIE TRAIL","RALEIGH","NC ",-78.675,35.7937,352,80,6,86,23.13,15.22
"OLIVE CHAPEL ELEMENTARY","WAKE COUNTY","920523",3.70472e+11,37183,37,27502,"1751 OLIVE CHAPEL RD","APEX","NC ",-78.8943,35.7348,1014,50,12,62,58.05,17.47
"OLYMPIC HIGH-MATH ENG TECH SCIENCE","MECKLENBURG COUNTY","600694",3.70297e+11,37119,37,28273,"4301 SANDY PORTER RD","CHARLOTTE","NC ",-80.953,35.1583,549,175,48,223,29.89,18.37
"OLYMPIC HIGH - BIOTECH HEALTH PUB ADMIN","MECKLENBURG COUNTY","600697",3.70297e+11,37119,37,28273,"4301 SANDY PORTER RD","CHARLOTTE","NC ",-80.953,35.1583,497,221,52,273,28.26,17.59
"OLYMPIC HIGH - INTL STUDY & GLOBAL ECON","MECKLENBURG COUNTY",NA,3.70297e+11,37119,37,28273,"4301 SANDY PORTER RD","CHARLOTTE","NC ",-80.953,35.1583,403,225,32,257,26.34,15.3
"OLYMPIC HIGH - RENAISSANCE SCHOOL","MECKLENBURG COUNTY","600693",3.70297e+11,37119,37,28273,"4301 SANDY PORTER RD","CHARLOTTE","NC ",-80.9524,35.1579,531,206,42,248,27.96,18.99
"OLYMPIC HIGH -INTL BUS & COMM STUDIES","MECKLENBURG COUNTY",NA,3.70297e+11,37119,37,28273,"4301 SANDY PORTER RD","CHARLOTTE","NC ",-80.953,35.1583,384,206,43,249,23,16.7
"ORANGE CHARTER","ORANGE COUNTY","68A000",3.70004e+11,37135,37,27278,"920 CORPORATE DR","HILLSBOROUGH","NC ",-79.0812,36.0633,216,11,7,18,21,10.29
"ORANGE HIGH","ORANGE COUNTY","680332",3.70348e+11,37135,37,27278,"500 ORANGE HIGH RD","HILLSBOROUGH","NC ",-79.0947,36.0929,1263,374,57,431,81.88,15.43
"ORRUM MIDDLE","ROBESON COUNTY","780352",3.70393e+11,37155,37,28369,"1684 SOUTH CREEK RD","ORRUM","NC ",-79.0094,34.4643,356,251,37,288,24.29,14.66
"OTIS L HAIRSTON SR MIDDLE","GUILFORD COUNTY","410402",3.70192e+11,37081,37,27401,"3911 NACO RD","GREENSBORO","NC ",-79.7383,36.082,749,658,43,701,50.39,14.86
"OVERHILLS ELEMENTARY","HARNETT COUNTY","430369",3.70201e+11,37085,37,28390,"2626 RAY RD","SPRING LAKE","NC ",-78.9658,35.2463,825,308,78,386,51.8,15.93
"OVERHILLS HIGH","HARNETT COUNTY","430371",3.70201e+11,37085,37,28390,"2495 RAY RD","SPRING LAKE","NC ",-78.9703,35.2454,1729,556,207,763,96.92,17.84
"OVERHILLS MIDDLE","HARNETT COUNTY","430370",3.70201e+11,37085,37,28390,"2711 RAY RD","SPRING LAKE","NC ",-78.968,35.2485,1257,493,130,623,73.73,17.05
"OVERTON ELEMENTARY","ROWAN COUNTY","800315",3.70405e+11,37159,37,28144,"1825 PARK RD WEST","SALISBURY","NC ",-80.4741,35.6895,395,284,28,312,28.1,14.06
"OWEN HIGH","BUNCOMBE COUNTY","110336",3.70045e+11,37021,37,28711,"99 LAKE EDEN RD","BLACK MOUNTAIN","NC ",-82.3737,35.6189,789,302,61,363,53.17,14.84
"OWEN MIDDLE","BUNCOMBE COUNTY","110338",3.70045e+11,37021,37,28778,"730 OLD US 70","SWANNANOA","NC ",-82.3751,35.607,584,315,49,364,43.91,13.3
"OXENDINE ELEMENTARY","ROBESON COUNTY","780356",3.70393e+11,37155,37,28364,"5599 OXENDINE SCHOOL RD","MAXTON","NC ",-79.2632,34.8101,349,312,20,332,21.52,16.22
"OXFORD ELEMENTARY","CATAWBA COUNTY","180360",3.70069e+11,37035,37,28610,"5915 OXFORD SCHOOL RD","CLAREMONT","NC ",-81.1559,35.7732,624,348,70,418,38.28,16.3
"OXFORD PREPARATORY HIGH","GRANVILLE COUNTY","39B000",3.70034e+11,37077,37,27565,"6041 LANDIS RD","OXFORD","NC ",-78.5563,36.3364,61,12,3,15,3.99,15.29
"P S JONES MIDDLE","BEAUFORT COUNTY","070338",3.70033e+11,37013,37,27889,"4105 NORTH MARKET ST EXT","WASHINGTON","NC ",-77.0311,35.6141,906,564,58,622,53.55,16.92
"P W MOORE ELEMENTARY","PASQUOTANK COUNTY","700320",3.70354e+11,37139,37,27909,"606 ROANOKE AVE","ELIZABETH CITY","NC ",-76.2286,36.2896,371,299,22,321,27.17,13.65
"PACE ACADEMY","ORANGE COUNTY","68N000",3.70014e+11,37135,37,27510,"308 NC 54","CARRBORO","NC ",-79.0904,35.9084,171,70,58,128,11,15.55
"PACTOLUS","PITT COUNTY","740376",3.70001e+11,37147,37,27834,"3405 YANKEE HALL RD","GREENVILLE","NC ",-77.2234,35.6225,617,499,47,546,43.7,14.12
"PAGE HIGH","GUILFORD COUNTY","410508",3.70192e+11,37081,37,27405,"201 ALMA PINNIX DR","GREENSBORO","NC ",-79.7851,36.1094,1997,843,76,919,101.45,19.68
"PAGE STREET ELEMENTARY","MONTGOMERY COUNTY","620330",3.70306e+11,37123,37,27371,"897 PAGE ST","TROY","NC ",-79.8828,35.3673,259,NA,NA,NA,16.34,15.85
"PAISLEY IB MAGNET SCHOOL","FORSYTH COUNTY","340480",3.7015e+11,37067,37,27105,"1400 GRANT AVE","WINSTON SALEM","NC ",-80.2602,36.1133,817,427,43,470,48.51,16.84
"PAMLICO COUNTY HIGH","PAMLICO COUNTY","690320",3.70351e+11,37137,37,28515,"601 MAIN ST","BAYBORO","NC ",-76.7792,35.1426,479,213,30,243,41,11.68
"PAMLICO COUNTY MIDDLE","PAMLICO COUNTY","690316",3.70351e+11,37137,37,28515,"15526 NC HWY 55","BAYBORO","NC ",-76.7614,35.1376,270,150,27,177,21.5,12.56
"PAMLICO COUNTY PRIMARY","PAMLICO COUNTY","690324",3.70351e+11,37137,37,28515,"323 NEALS CREEK RD","BAYBORO","NC ",-76.7822,35.138,270,186,32,218,21.37,12.63
"PANTHER CREEK HIGH","WAKE COUNTY","920526",3.70472e+11,37183,37,27519,"6770 MCCRIMMON PARKWAY","CARY","NC ",-78.8891,35.8309,2584,222,74,296,130.67,19.78
"PARK ROAD MONTESSORI","MECKLENBURG COUNTY","600492",3.70297e+11,37119,37,28209,"3701 HAVEN DR","CHARLOTTE","NC ",-80.848,35.1783,436,38,16,54,24.85,17.55
"PARK VIEW ELEMENTARY","IREDELL COUNTY","491316",3.70312e+11,37097,37,28115,"217 WEST MCNEELY AVE","MOORESVILLE","NC ",-80.8016,35.59,641,290,44,334,37.86,16.93
"PARKLAND HIGH","FORSYTH COUNTY","340486",3.7015e+11,37067,37,27127,"1600 BREWER RD","WINSTON SALEM","NC ",-80.2571,36.057,1259,870,77,947,85.6,14.71
"PARKTON ELEMENTARY","ROBESON COUNTY","780360",3.70393e+11,37155,37,28371,"400 NORTH GREEN ST","PARKTON","NC ",-79.0063,34.9039,621,489,48,537,35.08,17.7
"PARKVIEW VILLAGE ELEMENTARY","GUILFORD COUNTY","410511",3.70192e+11,37081,37,27260,"325 GORDON ST","HIGH POINT","NC ",-79.9829,35.9695,339,325,11,336,28.8,11.77
"PARKWAY ELEMENTARY","WATAUGA COUNTY","950328",3.70483e+11,37189,37,28607,"160 PARKWAY SCHOOL DR","BOONE","NC ",-81.5612,36.2322,509,161,50,211,36,14.14
"PARKWOOD ELEMENTARY","DURHAM COUNTY","320362",3.70126e+11,37063,37,27713,"5207 REVERE RD","DURHAM","NC ",-78.9064,35.8914,558,352,42,394,36.97,15.09
"PARKWOOD ELEMENTARY","ONSLOW COUNTY","670338",3.70345e+11,37133,37,28540,"2900 NORTHWOODS DR","JACKSONVILLE","NC ",-77.4405,34.7801,530,182,34,216,35.17,15.07
"PARKWOOD HIGH","UNION COUNTY","900344",3.70462e+11,37179,37,28112,"3220 PARKWOOD SCHOOL RD","MONROE","NC ",-80.6319,34.9021,854,268,79,347,51.41,16.61
"PARKWOOD MIDDLE","UNION COUNTY","900346",3.70462e+11,37179,37,28112,"3219 PARKWOOD SCHOOL RD","MONROE","NC ",-80.6315,34.8989,681,261,65,326,42.58,15.99
